Sentence,Aspect,Sentiment,PartyLabel
"We may assume for purposes of this opinion, then, that if petitioner had pleaded not guilty and, having taken the stand at a trial, testified she did ""some of it,"" $T$ could have been cross-examined on the frequency of her drug deliveries and the quantity of cocaine involved.", her,1,0
$T$ did not have any insider information,petitioner,0,0
Lane sworn testimony outside the scope of $T$ ordinary job duties is entitled to First Amendment protection.,his,1,0
Lane sworn testimony outside the scope of $T$ ordinary job duties is entitled to First Amendment protection.,lane,1,0
"The Government asks that we, like the Court of Appeals below, adopt a per se rule that a $T$ with no viable defense cannot show prejudice from the denial of his right to trial.",defendant,-1,1
"The Government asks that we, like the Court of Appeals below, adopt a per se rule that a $T$ with no viable defense cannot show prejudice from the denial of his right to trial.", his,-1,1
"The Government asks that we, like the Court of Appeals below, adopt a per se rule that a $T$ with no viable defense cannot show prejudice from the denial of his right to trial.", government,1,1
This conclusion does not render $T$ market value estimate superfluous.,reilly,1,1
"Petitioner also have urged us, prior to the remand, to rule on the legal sufficiency of $T$ ""implied"" causes of action under 5 U.S.C. 7211 (1976 ed., Supp. IV) and 18 U.S.C. 1505 and his Bivens claim under the First Amendment.",respondent,-1,1
$T$ apologized to him after his indictment,Glasser,1,0
We reject $T$ alternative claim,Jackson,-1,0
Petitioner was convicted of violating this provision under instructions that required the jury to find that $T$ communicated what a reasonable person would regard as a threat.,he,-1,0
Petitioner was convicted of violating this provision under instructions that required the jury to find that $T$ communicated what a reasonable person would regard as a threat.,petitioner,-1,0
$T$ were not entitled to absolute immunity.,Petitioner,-1,0
Schwab had no duty to object to the property $T$ claimed as exempt because its stated value was within the limits the Code allows.,reilly,1,1
We conclude that it is not impossible for Wyeth to comply with its state and federal law obligations and that $T$ common-law claims do not stand as an obstacle to the accomplishment of Congress purposes in the FDCA.,levine,1,1
"With respect to the contention that there was an ""actual conflict between a specific FDA order,"" id., at 21, and Levine failure-to-warn action, the court reviewed the sparse correspondence between $T$ and the FDA about Phenergan labeling and found no evidence that Wyeth had ""earnestly attempted"" to strengthen the intra-arterial injection warning or that the FDA had ""specifically disallowed"" stronger language.",wyeth,-1,0
$T$ has lived in this country for most of his life,he,0,0
$T$ has lived in this country for most of his life, his,0,0
"Petitioner, when $T$ was 15 years old, actively participated in a brutal murder.",he,-1,0
"Petitioner, when $T$ was 15 years old, actively participated in a brutal murder.",petitioner,-1,0
"$T$ testified about while working as Director at [CITY],""",he,1,0
"The first count of petitioner complaint alleges that Kress refusal to serve petitioner ""deprived [her] of the privilege of equal enjoyment of a place of public accommodation by reason of $T$ association with Negroes and [she] was thereby discriminated against because of race in violation of the Constitution of the United States and of Title 42 United States Code, Section 1983.""",her,1,0
"The first count of petitioner complaint alleges that Kress refusal to serve petitioner ""deprived [her] of the privilege of equal enjoyment of a place of public accommodation by reason of $T$ association with Negroes and [she] was thereby discriminated against because of race in violation of the Constitution of the United States and of Title 42 United States Code, Section 1983.""",petitioner,1,0
"The Court holds, however, that Schwab was not obliged to file a timely objection to the exemption $T$ claimed, and indeed could auction off her cooking equipment anytime prior to her discharge.",reilly,1,1
"The Court holds, however, that Schwab was not obliged to file a timely objection to the exemption $T$ claimed, and indeed could auction off her cooking equipment anytime prior to her discharge.", her,1,1
"Because they did not leave, the librarian called the Hattiesburg chief of police who told $T$ and her students that the library was closed, and ordered them to leave.",petitioner,0,0
"Because they did not leave, the librarian called the Hattiesburg chief of police who told $T$ and her students that the library was closed, and ordered them to leave.", her,0,0
$T$ was surprised,shatzer,0,1
"Although it thought that “the principle of proportionality should be applied in civil actions that result in harsh penalties,” ibid., and that the $T$ was “exacting too high a penalty in relation to the offense committed,” id., at 818, the court felt constrained from holding the forfeiture unconstitutional",government,-1,1
"At that time, $T$ was incarcerated at the Maryland Correctional Institution-Hagerstown, serving a sentence for an unrelated child-sexual-abuse offense.",shatzer,-1,1
"the conviction of Glasser must be set aside and the cause as to $T$ remanded to the District [315 U.S. 60, 88]",him,-1,0
"the conviction of Glasser must be set aside and the cause as to $T$ remanded to the District [315 U.S. 60, 88]",Glasser,-1,0
a defendant with no viable defence cannot show prejudice from the denial of $T$ right to trial.,his,-1,1
a defendant with no viable defence cannot show prejudice from the denial of $T$ right to trial.,defendant,-1,1
Kress violation of Miss $T$ rights under the Public Accommodations Title could properly serve as a basis for recovery under 1983.,Adickes,1,0
a new trial must be ordered as to $T$,Glasser,1,0
"The court found no violation of clearly established law because Lane had ""learned of the information that he testified about while working as Director at [CITY],"" such that $T$ ""speech [could] still be considered as part of his official job duties and not made as a citizen on a matter of public concern.""",his,1,0
"The court found no violation of clearly established law because Lane had ""learned of the information that he testified about while working as Director at [CITY],"" such that $T$ ""speech [could] still be considered as part of his official job duties and not made as a citizen on a matter of public concern.""",lane,1,0
"The court found no violation of clearly established law because Lane had ""learned of the information that he testified about while working as Director at [CITY],"" such that $T$ ""speech [could] still be considered as part of his official job duties and not made as a citizen on a matter of public concern.""", his,1,0
"The court found no violation of clearly established law because Lane had ""learned of the information that he testified about while working as Director at [CITY],"" such that $T$ ""speech [could] still be considered as part of his official job duties and not made as a citizen on a matter of public concern.""", he,1,0
"$T$ mother drank during her pregnancy with Rompilla, and he and his brothers eventually developed serious drinking problems.",his,-1,0
"$T$ mother drank during her pregnancy with Rompilla, and he and his brothers eventually developed serious drinking problems.", his,-1,0
"$T$ mother drank during her pregnancy with Rompilla, and he and his brothers eventually developed serious drinking problems.", Rompilla,-1,0
"$T$ mother drank during her pregnancy with Rompilla, and he and his brothers eventually developed serious drinking problems.", he,-1,0
she had put $T$ and her creditors on notice,schwab,0,0
"Although Tate was succeeded, while the case was sub judice, by $T$ Rizzo (as to whose Panel appointment practices the record is silent), the court directed the issuance of certain injunctive relief against Rizzo with regard to the 1973 Panel and future Panels.",Mayor,-1,0
"In finding Wyeth negligent as well as strictly liable, the jury also determined that $T$ injury was foreseeable.",levine,1,1
"In 2008, $T$ received a tip from a confidential informant that Lee had sold the informant ecstasy and marijuana.",federal officials,1,1
$T$ manufactures the antinausea drug Phenergan.,petitioner wyeth,0,0
"After considering all this, $T$ rejected Churchill grievance.",Hopper,1,0
the performance of Lee’s $T$ had been deficient.,attorney,-1,0
the performance of Lee’s $T$ had been deficient.,lee,0,0
Federal criminal liability generally does not turn solely on the results of an act without considering the $T$’s mental state.,defendant,1,1
$T$ had established an unrebutted prima facie case of unlawful exclusion of Negroes from consideration for service on the 1971 Panel.,Respondents,1,1
$T$ did not have insider information,Yeager,0,0
"$T$ did ""some of it,""",she,0,0
"Reilly countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.",her,1,1
"Reilly countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.",reilly,1,1
"Reilly countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.", her,1,1
"Reilly countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.", she,1,1
The $T$ contends that Lee cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to acquittal.,government,1,1
"$T$ countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and her creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.",reilly,1,1
"$T$ countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and her creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.", her,1,1
"$T$ countered that by equating on Schedule C the total value of her claimed exemptions in the equipment with the equipment estimated market value, she had put Schwab and her creditors on notice that she intended to exempt the equipment full value, even if it turned out to be more than the amounts she declared and that the Code allowed.", she,1,1
"Rather, the court found that Midway peer review proceedings obviously affected the hospital interstate commerce because they affected its entire staff, and that $T$ need not make a particularized showing of the effect on interstate commerce caused by the alleged conspiracy.",Pinhas,1,1
$T$ would have found a range of mitigation,they,0,1
"On November 9, 2005, the Government obtained a new indictment against $T$.",petitioner,1,0
"$T$ later retired, and respondent Susan Burrow, the current Acting President of CACC, replaced him while this case was pending before the Eleventh Circuit.",franks,1,1
"$T$ later retired, and respondent Susan Burrow, the current Acting President of CACC, replaced him while this case was pending before the Eleventh Circuit.", respondent Susan Burrow,1,1
"$T$ later retired, and respondent Susan Burrow, the current Acting President of CACC, replaced him while this case was pending before the Eleventh Circuit.", him,1,1
arguing that $T$ attorney had provided constitutionally ineffective assistance.,his,1,0
"After obtaining a warrant, the officials searched Lee’s house, where $T$ found drugs, cash, and a loaded rifle.",they,1,1
"After obtaining a warrant, the officials searched Lee’s house, where $T$ found drugs, cash, and a loaded rifle.",officials,1,1
"$T$, together with petitioner Kathleen Davis, the hospital vice president of nursing, also met with Perkins-Graham, who told them that Churchill ""had indeed said unkind and inappropriate negative things about [Waters].""",Waters,1,0
"$T$, together with petitioner Kathleen Davis, the hospital vice president of nursing, also met with Perkins-Graham, who told them that Churchill ""had indeed said unkind and inappropriate negative things about [Waters].""", petitioner,1,0
"$T$, together with petitioner Kathleen Davis, the hospital vice president of nursing, also met with Perkins-Graham, who told them that Churchill ""had indeed said unkind and inappropriate negative things about [Waters].""", Kathleen,1,0
"Both $T$ and Perkins-Graham were nurses working at McDonough District Hospital; Churchill was in the obstetrics department, and Perkins-Graham was considering transferring to that department.",Churchill,0,1
"In $T$ civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were codefendant with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.",respondent,-1,0
"In $T$ civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were codefendant with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.",petitioner,-1,0
"In $T$ civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were codefendant with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.", codefendant,-1,0
"In $T$ civil damages action in Federal District Court based on his alleged unlawful discharge from employment in the Department of the Air Force, Petitioner, White House aides to former President Nixon, were codefendant with him and were claimed to have participated in the same alleged conspiracy to violate respondent constitutional and statutory rights as was involved in Nixon v. Fitzgerald, ante, p. 731.", respondent,-1,0
"That is precisely the Government’s position here: $T$ can be convicted, the Government contends, if he himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.",elonis,-1,0
"That is precisely the Government’s position here: $T$ can be convicted, the Government contends, if he himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.", he,-1,0
"That is precisely the Government’s position here: $T$ can be convicted, the Government contends, if he himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.", his,-1,0
the performance of $T$’s attorney had been deficient.,lee,0,0
the competitive significance of $T$ exclusion from the market is measured not by a particularized evaluation of his practice,Respondent,-1,1
this policeman reached an understanding with some $T$ employer,Kress,1,1
Wyeth first argues that $T$ state-law claims are pre-empted because it is impossible for it to comply with both the state-law duties underlying those claims and its federal labeling duties.,levine,-1,1
"The attorney advised $T$ that going to trial was “very risky” and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial. ",lee,-1,0
"The attorney advised $T$ that going to trial was “very risky” and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial. ",attorney,0,0
"The attorney advised $T$ that going to trial was “very risky” and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial. ", he,-1,0
$T$ was given 50 milligrams of demerol and 1/50 of a grain of scopolamine at 3:55 a. m.,Jackson,-1,0
"In 1973 and 1976, $T$ submitted supplemental new drug applications, which the agency approved after proposing labeling changes.",wyeth,1,0
It concluded that Giles had forfeited $T$ right to confront the victim testimony because it found Giles had committed the murder for which he was on trial--an intentional criminal act that made the victim unavailable to testify.,his,-1,0
It concluded that Giles had forfeited $T$ right to confront the victim testimony because it found Giles had committed the murder for which he was on trial--an intentional criminal act that made the victim unavailable to testify.,giles,-1,0
It concluded that Giles had forfeited $T$ right to confront the victim testimony because it found Giles had committed the murder for which he was on trial--an intentional criminal act that made the victim unavailable to testify., he,-1,0
$T$ counsel’s deficient performance deprived him of a trial by causing him to accept a plea,his,-1,1
$T$ counsel’s deficient performance deprived him of a trial by causing him to accept a plea, him,-1,1
"Some two hours later, the troopers arrested Thompson and charged $T$ with first-degree murder.",him,-1,0
"Some two hours later, the troopers arrested Thompson and charged $T$ with first-degree murder.",thompson,-1,0
his attorney assured $T$,him,0,0
his attorney assured $T$,his,0,0
his attorney assured $T$, attorney,0,0
"Evidently, $T$ attended a recent meeting of the National Democratic Coalition and, while there, revealed his intentions to a labor representative who, fortunately for us, was unsympathetic.""",Fitzgerald,-1,1
"Evidently, $T$ attended a recent meeting of the National Democratic Coalition and, while there, revealed his intentions to a labor representative who, fortunately for us, was unsympathetic.""", his,-1,1
The $T$ could fruitfully have followed in building a mitigation case,trial lawyers,0,0
"Relying on this premise, Reilly argues that where, as here, a debtor equates the total value of $T$ claimed exemptions in a certain asset (column three) with her estimate of the asset market value (column four), she establishes the ""property claimed as exempt"" as the full value of the asset, whatever that turns out to be.",her,1,1
"Relying on this premise, Reilly argues that where, as here, a debtor equates the total value of $T$ claimed exemptions in a certain asset (column three) with her estimate of the asset market value (column four), she establishes the ""property claimed as exempt"" as the full value of the asset, whatever that turns out to be.",reilly,1,1
"Relying on this premise, Reilly argues that where, as here, a debtor equates the total value of $T$ claimed exemptions in a certain asset (column three) with her estimate of the asset market value (column four), she establishes the ""property claimed as exempt"" as the full value of the asset, whatever that turns out to be.", her,1,1
"Giles described Avie as jealous, and said he knew that she had once shot a man, that he had seen her threaten people with a knife, and that she had vandalized $T$ home and car on prior occasions.",his,1,0
"Giles described Avie as jealous, and said he knew that she had once shot a man, that he had seen her threaten people with a knife, and that she had vandalized $T$ home and car on prior occasions.",giles,1,0
"Giles described Avie as jealous, and said he knew that she had once shot a man, that he had seen her threaten people with a knife, and that she had vandalized $T$ home and car on prior occasions.", he,1,0
" Rompilla was to be tried, $T$ looked at no part of it ",counsel,-1,0
"After a clinician injected respondent Levine with Phenergan by the ""IV-push"" method, whereby a drug is injected directly into a patient vein, the drug entered Levine artery, she developed gangrene, and doctors amputated $T$ forearm.",her,-1,1
"After a clinician injected respondent Levine with Phenergan by the ""IV-push"" method, whereby a drug is injected directly into a patient vein, the drug entered Levine artery, she developed gangrene, and doctors amputated $T$ forearm.",respondent levine,-1,1
"His mother drank during her pregnancy with Rompilla, and he and $T$ brothers eventually developed serious drinking problems.",his,-1,0
"His mother drank during her pregnancy with Rompilla, and he and $T$ brothers eventually developed serious drinking problems.", Rompilla,-1,0
"His mother drank during her pregnancy with Rompilla, and he and $T$ brothers eventually developed serious drinking problems.", he,-1,0
"$T$ may be correct that petitioner does not possess standing jus tertii, but this is not the issue.",respondents,0,1
"The complaint goes on to allege that after this refusal of service, petitioner and $T$ students left the Kress store.",her,1,0
"The complaint goes on to allege that after this refusal of service, petitioner and $T$ students left the Kress store.",petitioner,1,0
"Petitioner suffer a disadvantage inseparable from the issues $T$ raise in that this procedure does not produce any definite, open and separate decision of the confession issue.",they,-1,0
"Petitioner suffer a disadvantage inseparable from the issues $T$ raise in that this procedure does not produce any definite, open and separate decision of the confession issue.",petitioner,-1,0
"As Thompson left his mother house that evening, in the company of three older friends, $T$ explained to his girlfriend that ""we're going to kill Charles.""",he,-1,0
"As Thompson left his mother house that evening, in the company of three older friends, $T$ explained to his girlfriend that ""we're going to kill Charles.""",thompson,-1,0
"As Thompson left his mother house that evening, in the company of three older friends, $T$ explained to his girlfriend that ""we're going to kill Charles.""", his,-1,0
"Government claimed these statements were false, charged $T$ with perjury, making false statements, and obstructing justice, and, after a jury trial, obtained convictions on all counts.",rita,-1,0
"Schwab was entitled to evaluate the claimed exemptions propriety based on three Schedule C entries: the description of the business equipment in which $T$ claimed the exempt interests; the Code provisions governing the claimed exemptions; and the amounts Reilly listed in the column titled ""value of claimed exemption.""",reilly,1,1
"$T$ evidence in mitigation consisted of relatively brief testimony: five of his family members argued in effect for residual doubt, and beseeched the jury for mercy, saying that they believed Rompilla was innocent and a good man.",Rompilla,1,0
"$T$ evidence in mitigation consisted of relatively brief testimony: five of his family members argued in effect for residual doubt, and beseeched the jury for mercy, saying that they believed Rompilla was innocent and a good man.", his,1,0
"The respondent employer in that case challenged the employer denial of $T$ application for a position in a newly established craft training program, contending that the employer selection process impermissibly took into account the race of the applicants.",his,1,0
"The respondent employer in that case challenged the employer denial of $T$ application for a position in a newly established craft training program, contending that the employer selection process impermissibly took into account the race of the applicants.",respondent employer,1,0
"This is not a case in which defense counsel simply ignored their obligation to find mitigating evidence, and their workload as busy public defenders did not keep them from making a number of efforts, including interviews with $T$ and some members of his family, and examinations of reports by three mental health experts who gave opinions at the guilt phase. ",Rompilla,0,0
"This is not a case in which defense counsel simply ignored their obligation to find mitigating evidence, and their workload as busy public defenders did not keep them from making a number of efforts, including interviews with $T$ and some members of his family, and examinations of reports by three mental health experts who gave opinions at the guilt phase. ", his,0,0
And the $T$ fails to show,government,-1,1
"In the same file with the transcript of the prior trial were the records of Rompilla imprisonment on the earlier conviction, App. 508, 571, 631, which $T$ testified she had never seen, id., at 508.",defense counsel,-1,1
"In the same file with the transcript of the prior trial were the records of Rompilla imprisonment on the earlier conviction, App. 508, 571, 631, which $T$ testified she had never seen, id., at 508.", she,-1,1
$T$ had killed his former wife.,he,-1,0
$T$ had killed his former wife., his,-1,0
Harlow had supported $T$ firing.,Fitzgerald,-1,1
"According to Ballew, $T$ speech may have substantially dampened Perkins-Graham interest in working in obstetrics.",Churchill,-1,1
"Rita special circumstances--$T$ health, fear of retaliation, and military record--are special enough, in light of §3553(a), to require a sentence lower",his,-1,0
"Rita special circumstances--$T$ health, fear of retaliation, and military record--are special enough, in light of §3553(a), to require a sentence lower",rita,-1,0
"Franks later retired, and $T$, the current Acting President of CACC, replaced him while this case was pending before the Eleventh Circuit.",respondent Susan Burrow,1,1
"Franks later retired, and $T$, the current Acting President of CACC, replaced him while this case was pending before the Eleventh Circuit.",franks,1,1
"Franks later retired, and $T$, the current Acting President of CACC, replaced him while this case was pending before the Eleventh Circuit.", him,1,1
"If a rule like that which the Court now holds to be constitutionally required would in actual practice reduce the number of confessions submitted to juries, this would obviously be an advantage for a $T$ whose alleged confession was for this reason excluded.",defendant,1,1
"$T$ described Avie as jealous, and said he knew that she had once shot a man, that he had seen her threaten people with a knife, and that she had vandalized his home and car on prior occasions.",giles,1,0
"$T$ described Avie as jealous, and said he knew that she had once shot a man, that he had seen her threaten people with a knife, and that she had vandalized his home and car on prior occasions.", he,1,0
"$T$ described Avie as jealous, and said he knew that she had once shot a man, that he had seen her threaten people with a knife, and that she had vandalized his home and car on prior occasions.", his,1,0
"$T$ does admit she criticized Kathy Davis, saying her staffing policies threatened to ""ruin"" the hospital because they ""seemed to be impeding nursing care.""",she,-1,1
"$T$ does admit she criticized Kathy Davis, saying her staffing policies threatened to ""ruin"" the hospital because they ""seemed to be impeding nursing care.""", she,-1,1
"$T$ does admit she criticized Kathy Davis, saying her staffing policies threatened to ""ruin"" the hospital because they ""seemed to be impeding nursing care.""", her,-1,1
"Although $T$ received higher gas prices pending review by the Commission, petitioner suspended any increase in royalties paid to the royalty owners because the higher price could be subject to recoupment by petitioner customers.",petitioner,1,0
"Since we are of opinion that a new trial must be ordered as to $T$, we do not at this time feel that it is proper to comment on the sufficiency of the evidence against Glasser.",Glasser,1,0
"The respondent $T$ in that case challenged the employer denial of his application for a position in a newly established craft training program, contending that the employer selection process impermissibly took into account the race of the applicants.",employer,-1,1
To counter Jackson suggestion that $T$ had been pressured into answering questions,he,-1,0
To counter Jackson suggestion that $T$ had been pressured into answering questions,Jackson,-1,0
"$T$ pleaded not guilty, waived his right to a jury trial, and proceeded to a bench trial based on an agreed statement of facts.",shatzer,-1,1
"Over the next 17 years, $T$ and the FDA intermittently corresponded about Phenergan label.",wyeth,1,0
"Glasser, Kretske and $T$ also filed demurrers to the indictment.",Roth,1,0
"Glasser, Kretske and $T$ also filed demurrers to the indictment.",Glasser,1,0
"After unfruitful discussions with Schmitz, Lane shared $T$ finding with CACC president and its attorney.",his,1,0
"After unfruitful discussions with Schmitz, Lane shared $T$ finding with CACC president and its attorney.",lane,1,0
$T$ claimed exempt and the estate could distribute the remaining value to her creditors.,she,1,1
$T$ claimed exempt and the estate could distribute the remaining value to her creditors., her,1,1
$T$ had not objected within the Rule 4003(b) period,schwab,-1,0
It reasoned that $T$ spoke as an employer and not as a citizen because he acted pursuant to his official duties when he investigated and terminated Schmitz' employment.,lane,1,0
It reasoned that $T$ spoke as an employer and not as a citizen because he acted pursuant to his official duties when he investigated and terminated Schmitz' employment., he,1,0
It reasoned that $T$ spoke as an employer and not as a citizen because he acted pursuant to his official duties when he investigated and terminated Schmitz' employment., his,1,0
[n]either $T$ nor the Government has briefed or argued” the question,elonis,-1,0
$T$ catering business failed.,her,0,1
"It is no disparagement of the offices held by $T$ to hold that Presidential aides, like Members of the Cabinet, generally are entitled only to a qualified immunity.",Petitioner,1,0
"The prosecution was going to use the dramatic facts of a similar prior offense, and $T$ counsel had a duty to make all reasonable efforts to learn what they could about the offense.",Rompilla,1,0
"It reasoned that, because Lane learned of the subject matter of his testimony in the course of his employment with CITY, Garcetti requires that $T$ testimony be treated as the speech of an employer rather than that of a citizen.",his,1,0
"It reasoned that, because Lane learned of the subject matter of his testimony in the course of his employment with CITY, Garcetti requires that $T$ testimony be treated as the speech of an employer rather than that of a citizen.",lane,1,0
"It reasoned that, because Lane learned of the subject matter of his testimony in the course of his employment with CITY, Garcetti requires that $T$ testimony be treated as the speech of an employer rather than that of a citizen.", his,1,0
"The $T$ argues that §§ 881(a)(4) and (a)(7) are not punitive but, rather, should be considered remedial in two respects",government,1,1
$T$ avers that Petitioner entered the conspiracy in their capacities as senior White House aides to former President Richard M. Nixon.,respondent,-1,1
"$T$ did not possess material, nonpublic information.",petitioner,1,0
"When Lee learned of this consequence, he filed a motion to vacate $T$ conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.",his,1,0
"When Lee learned of this consequence, he filed a motion to vacate $T$ conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.",lee,1,0
"When Lee learned of this consequence, he filed a motion to vacate $T$ conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.", his,1,0
"When Lee learned of this consequence, he filed a motion to vacate $T$ conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.", attorney,-1,0
"At the time of both the refusal to serve and the arrest, Miss $T$ was with six young people, all Negroes, who were her students in a Mississippi ""Freedom School"" where she was [398 U.S. 144, 147] teaching that summer. ",Adickes,1,0
"At the time of both the refusal to serve and the arrest, Miss $T$ was with six young people, all Negroes, who were her students in a Mississippi ""Freedom School"" where she was [398 U.S. 144, 147] teaching that summer. ", she,1,0
"In addition to her pain and suffering, Levine incurred substantial medical expenses and the loss of $T$ livelihood as a professional musician.",her,-1,1
"In addition to her pain and suffering, Levine incurred substantial medical expenses and the loss of $T$ livelihood as a professional musician.",levine,-1,1
"In addition to her pain and suffering, Levine incurred substantial medical expenses and the loss of $T$ livelihood as a professional musician.", her,-1,1
$T$ was not arrested at the conclusion of the interrogation.,he,1,0
Respondent Reilly filed for Chapter 7 bankruptcy when $T$ catering business failed.,her,1,1
Respondent Reilly filed for Chapter 7 bankruptcy when $T$ catering business failed.,respondent reilly,1,1
"$T$ would be waiving, inter alia",she,0,0
$T$ argued that recklessness is not enough,elonis,1,0
"If the defense lawyers had looked in the file on $T$ prior conviction, it is uncontested they would have found a range of mitigation leads that no other source had opened up.",Rompilla,1,0
"$T$ heard about it, and fired Churchill, allegedly because of it.",Petitioner,1,0
The troopers did not inform Thompson of $T$ Miranda rights.,his,1,0
The troopers did not inform Thompson of $T$ Miranda rights.,thompson,1,0
"Thompson maintained that the troopers gained his confession without according $T$ the warnings required by Miranda v. Arizona, 384 U.S. 436 .",him,1,0
"Thompson maintained that the troopers gained his confession without according $T$ the warnings required by Miranda v. Arizona, 384 U.S. 436 .",thompson,1,0
"Thompson maintained that the troopers gained his confession without according $T$ the warnings required by Miranda v. Arizona, 384 U.S. 436 .", his,1,0
"As Director of Community Intensive Training for Youth (CITY), a program for underprivileged youth operated by Central Alabama Community College (CACC), $T$ conducted an audit of the program expenses and discovered that Suzanne Schmitz, an Alabama State Representative on CITY payroll, had not been reporting for work.",petitioner Edward Lane,1,0
"Thompson girlfriend helped him take off $T$ boots, and heard him say: ""[W]e killed him.",his,-1,0
"Thompson girlfriend helped him take off $T$ boots, and heard him say: ""[W]e killed him.",thompson,-1,0
"Thompson girlfriend helped him take off $T$ boots, and heard him say: ""[W]e killed him.", him,-1,0
arguing that his $T$ had provided constitutionally ineffective assistance.,attorney,0,0
arguing that his $T$ had provided constitutionally ineffective assistance.,his,1,0
"Then, from August 1992 to December 1993 $T$ worked three to five times a week, and from January 1994 to March 1994 she was one of those in charge of cocaine distribution for Riddick. ",she,-1,0
"Then, from August 1992 to December 1993 $T$ worked three to five times a week, and from January 1994 to March 1994 she was one of those in charge of cocaine distribution for Riddick. ", she,-1,0
$T$ would have faced at trial.,he,0,0
the $T$ need prove only,government,0,1
"Churchill speech, viewed in the light most favorable to $T$, was on a matter of public concern and was not disruptive",her,1,1
"Churchill speech, viewed in the light most favorable to $T$, was on a matter of public concern and was not disruptive",Churchill,1,1
she had no knowledge of an agreement between $T$ and the police,Kress,1,1
she had no knowledge of an agreement between $T$ and the police, police,1,1
"He said that on the day of the shooting, Avie came to $T$ grandmother house and threatened to kill him and his new girlfriend, who had been at the house earlier.",his,-1,0
"He said that on the day of the shooting, Avie came to $T$ grandmother house and threatened to kill him and his new girlfriend, who had been at the house earlier.",he,-1,0
"He said that on the day of the shooting, Avie came to $T$ grandmother house and threatened to kill him and his new girlfriend, who had been at the house earlier.", his,-1,0
"He said that on the day of the shooting, Avie came to $T$ grandmother house and threatened to kill him and his new girlfriend, who had been at the house earlier.", him,-1,0
she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value,her,1,1
she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value,she,1,1
she had put Schwab and $T$ creditors on notice that she intended to exempt the equipment full value, she,1,1
"With every effort to view the facts as a defense lawyer would have at the time, it is difficult to see how $T$ could have failed to realize that not examining the file would seriously compromise their opportunity to respond to an aggravation case.",counsel,-1,0
Lee’s $T$ had performed deficiently,counsel,-1,0
Lee’s $T$ had performed deficiently,lee,0,0
"Ballew said she heard Churchill say $T$ ""was trying to find reasons to fire her.""",Waters,1,0
and awarded damages to respondent Diana Levine to compensate $T$ for the amputation of her arm.,her,-1,1
and awarded damages to respondent Diana Levine to compensate $T$ for the amputation of her arm.,respondent Diana Levine,-1,1
and awarded damages to respondent Diana Levine to compensate $T$ for the amputation of her arm., her,-1,1
"That is precisely the $T$’s position here: Elonis can be convicted, the Government contends, if he himself knew the contents and context of his posts, and a reasonable person would have recognized that the posts would be read as genuine threats.",government,1,1
